League,Year,Season,Type,blueTeamTag,redTeamTag,blueTop,blueTopChamp,blueJungle,blueJungleChamp,blueMiddle,blueMiddleChamp,blueADC,blueADCChamp,blueSupport,blueSupportChamp,redTop,redTopChamp,redJungle,redJungleChamp,redMiddle,redMiddleChamp,redADC,redADCChamp,redSupport,redSupportChamp,bResult
NALCS,2017,Spring,Season,C9,FLY,Impact,Shen,Contractz,Graves,Jensen,Orianna,Sneaky,Varus,Smoothie,Nami,Balls,Maokai,Moon,Khazix,Hai,Corki,Altec,Jhin,LemonNation,Karma,0
NALCS,2017,Spring,Season,FLY,C9,Balls,Maokai,Moon,Nidalee,Hai,Zed,Altec,MissFortune,LemonNation,Malzahar,Impact,Nautilus,Contractz,Khazix,Jensen,Zilean,Sneaky,Jhin,Smoothie,Zyra,0
NALCS,2017,Spring,Season,DIG,NV,Ssumday,Maokai,Chaser,Graves,Keane,Orianna,LOD,Varus,Stunt,Nami,Seraph,Shen,LirA,Khazix,Ninja,Cassiopeia,Apollo,Jhin,Hakuho,Lulu,1
NALCS,2017,Spring,Season,NV,DIG,Seraph,Camille,LirA,Graves,Ninja,Viktor,Apollo,Ashe,Hakuho,Nami,Ssumday,Shen,Chaser,Rengar,Keane,Corki,LOD,Jhin,Stunt,Zyra,0
NALCS,2017,Spring,Season,DIG,FLY,Ssumday,Shen,Chaser,Graves,Keane,Zed,LOD,Ziggs,Xpecial,Thresh,Balls,Vladimir,Moon,Rengar,Hai,JarvanIV,Altec,Jhin,LemonNation,Karma,1
NALCS,2017,Spring,Season,FLY,DIG,Balls,Rumble,Moon,Rengar,Hai,JarvanIV,Altec,Sivir,LemonNation,Malzahar,Ssumday,Maokai,Chaser,Khazix,Keane,Zed,LOD,Jhin,Xpecial,Zyra,0
NALCS,2017,Spring,Season,NV,P1,Seraph,Shen,LirA,Elise,Ninja,Azir,Apollo,Varus,Hakuho,Zyra,zig,Maokai,Meteos,Khazix,Ryu,Corki,Arrow,Jhin,Adrian,MissFortune,0
NALCS,2017,Spring,Season,P1,NV,zig,Gangplank,Meteos,Elise,Ryu,Syndra,Arrow,Jhin,Adrian,Lulu,Seraph,Shen,LirA,Rengar,Ninja,Jayce,Apollo,Caitlyn,Hakuho,Malzahar,1
NALCS,2017,Spring,Season,CLG,IMT,Darshan,Nautilus,Xmithie,Rengar,Huhi,Jayce,Stixxay,Ashe,aphromoo,Soraka,Flame,Rumble,Dardoch,Graves,Pobelter,Orianna,Cody Sun,Jhin,Olleh,Karma,1
NALCS,2017,Spring,Season,IMT,CLG,Flame,Rumble,Dardoch,Rengar,Pobelter,Corki,Cody Sun,Sivir,Olleh,Janna,Darshan,Maokai,Xmithie,Khazix,Huhi,Zed,Stixxay,Jhin,aphromoo,Nami,1
NALCS,2017,Spring,Season,CLG,IMT,Darshan,Fiora,Xmithie,Rengar,Huhi,AurelionSol,Stixxay,Ashe,aphromoo,Soraka,Flame,Maokai,Dardoch,LeeSin,Pobelter,Ryze,Cody Sun,Jhin,Olleh,Bard,1
NALCS,2017,Spring,Season,TL,DIG,Lourlo,Maokai,Reignover,Rengar,Goldenglue,Leblanc,Piglet,Caitlyn,Matt,Zyra,Ssumday,Camille,Chaser,Graves,Keane,Corki,LOD,Jhin,Stunt,Thresh,1
NALCS,2017,Spring,Season,DIG,TL,Ssumday,Camille,Chaser,Nidalee,Keane,Jayce,LOD,Jhin,Xpecial,Zyra,Lourlo,Poppy,Reignover,Ivern,Goldenglue,Leblanc,Piglet,Caitlyn,Matt,Nami,1
NALCS,2017,Spring,Season,TL,DIG,Lourlo,Poppy,Reignover,Rengar,Goldenglue,Ryze,Piglet,Caitlyn,Matt,Lulu,Ssumday,Camille,Chaser,Elise,Keane,Cassiopeia,LOD,Jhin,Xpecial,Malzahar,0
NALCS,2017,Spring,Season,C9,TSM,Impact,Shen,Contractz,Graves,Jensen,Corki,Sneaky,Varus,Smoothie,Thresh,Hauntzer,Maokai,Svenskeren,Khazix,Bjergsen,Orianna,WildTurtle,Jhin,Biofrost,Nami,0
NALCS,2017,Spring,Season,TSM,C9,Hauntzer,Rumble,Svenskeren,Khazix,Bjergsen,Jayce,WildTurtle,Ashe,Biofrost,Zyra,Impact,Nautilus,Contractz,LeeSin,Jensen,Ryze,Sneaky,Jhin,Smoothie,Karma,0
NALCS,2017,Spring,Season,C9,TSM,Impact,Rumble,Contractz,Khazix,Jensen,Ekko,Sneaky,Jhin,Smoothie,Zyra,Hauntzer,Shen,Svenskeren,Graves,Bjergsen,Zed,WildTurtle,Ashe,Biofrost,Karma,0
NALCS,2017,Spring,Season,NV,FOX,Seraph,Shen,LirA,RekSai,Ninja,Corki,Apollo,Varus,Hakuho,Malzahar,Looper,Maokai,Akaadian,LeeSin,Froggen,Syndra,Keith,Jhin,Gate,Camille,1
NALCS,2017,Spring,Season,FOX,NV,Looper,Maokai,Akaadian,Khazix,Froggen,Orianna,Keith,Ashe,Gate,Malzahar,Seraph,Rumble,LirA,LeeSin,Ninja,Corki,Apollo,Varus,Hakuho,Morgana,0
NALCS,2017,Spring,Season,FLY,TSM,Balls,Maokai,Moon,Shaco,Hai,Corki,Altec,Varus,LemonNation,Karma,Hauntzer,Nautilus,Svenskeren,LeeSin,Bjergsen,Syndra,WildTurtle,Ashe,Biofrost,Nami,0
NALCS,2017,Spring,Season,TSM,FLY,Hauntzer,Renekton,Svenskeren,Rengar,Bjergsen,Ekko,WildTurtle,Ashe,Biofrost,Nami,Balls,Nautilus,Moon,Graves,Hai,Orianna,Altec,Jhin,LemonNation,Karma,0
NALCS,2017,Spring,Season,FLY,TSM,Balls,Maokai,Moon,Graves,Hai,Orianna,Altec,Jhin,LemonNation,Karma,Hauntzer,Nautilus,Svenskeren,Rengar,Bjergsen,Ryze,WildTurtle,Ashe,Biofrost,Nami,0
NALCS,2017,Spring,Season,IMT,FOX,Flame,Shen,Dardoch,Rengar,Pobelter,Jayce,Cody Sun,Sivir,Olleh,Karma,Looper,Poppy,Akaadian,Khazix,Froggen,Corki,Keith,Jhin,Gate,Malzahar,1
NALCS,2017,Spring,Season,FOX,IMT,Looper,Swain,Akaadian,RekSai,Froggen,Corki,Keith,Jhin,Gate,Malzahar,Flame,Maokai,Dardoch,Elise,Pobelter,Jayce,Cody Sun,Sivir,Olleh,Nami,0
NALCS,2017,Spring,Season,P1,C9,zig,Rumble,Meteos,Rengar,Ryu,Orianna,Arrow,Jhin,Adrian,Janna,Impact,Gragas,Contractz,Khazix,Jensen,Ryze,Sneaky,Ezreal,Smoothie,Karma,1
NALCS,2017,Spring,Season,C9,P1,Ray,Fiora,Contractz,Rengar,Jensen,Ryze,Sneaky,Jhin,Smoothie,Karma,zig,Kled,Meteos,Olaf,Ryu,Leblanc,Arrow,Ezreal,Adrian,Nami,0
NALCS,2017,Spring,Season,TL,CLG,Lourlo,Nautilus,Reignover,Graves,Goldenglue,Ekko,Piglet,Jhin,Matt,Zyra,Darshan,Maokai,Xmithie,Khazix,Huhi,Kassadin,Stixxay,Varus,aphromoo,Nami,1
NALCS,2017,Spring,Season,CLG,TL,Darshan,Poppy,Xmithie,LeeSin,Huhi,Orianna,Stixxay,Jhin,aphromoo,Soraka,Lourlo,Maokai,Reignover,Khazix,Goldenglue,Cassiopeia,Piglet,Sivir,Matt,Nami,1
NALCS,2017,Spring,Season,TL,CLG,Lourlo,Nautilus,Reignover,Khazix,Goldenglue,Orianna,Piglet,Varus,Matt,Nami,Darshan,Maokai,Xmithie,LeeSin,Huhi,Ekko,Stixxay,Jhin,aphromoo,Karma,0
NALCS,2017,Spring,Season,IMT,TL,Flame,Nautilus,Dardoch,Elise,Pobelter,Leblanc,Cody Sun,Ashe,Olleh,MissFortune,Lourlo,Poppy,Reignover,Khazix,Piglet,Ryze,Youngbin,Ezreal,Matt,Malzahar,1
NALCS,2017,Spring,Season,TL,IMT,Lourlo,Camille,Reignover,Rengar,Piglet,Ahri,Youngbin,Jhin,Matt,Karma,Flame,Poppy,Dardoch,Graves,Pobelter,Jayce,Cody Sun,Sivir,Olleh,Janna,1
NALCS,2017,Spring,Season,IMT,TL,Flame,Nautilus,Dardoch,Rengar,Pobelter,Ryze,Cody Sun,Sivir,Olleh,Morgana,Lourlo,Maokai,Reignover,Khazix,Piglet,Cassiopeia,Youngbin,Varus,Matt,Thresh,0
NALCS,2017,Spring,Season,P1,CLG,zig,Nautilus,Meteos,Olaf,Ryu,Syndra,Arrow,Ashe,Adrian,Nami,Darshan,Shen,Xmithie,Rengar,Huhi,Jayce,Stixxay,Jhin,aphromoo,Soraka,1
NALCS,2017,Spring,Season,CLG,P1,Darshan,Shen,Xmithie,Graves,Huhi,Orianna,Stixxay,Ezreal,aphromoo,Bard,zig,Nautilus,Meteos,Rengar,Ryu,Syndra,Arrow,Jhin,Adrian,Soraka,1
NALCS,2017,Spring,Season,P1,CLG,zig,Rumble,Meteos,Rengar,Ryu,Orianna,Arrow,Ashe,Adrian,Nami,Darshan,Jayce,Xmithie,Elise,Huhi,AurelionSol,Stixxay,Ezreal,aphromoo,Braum,0
NALCS,2017,Spring,Season,FOX,C9,Looper,Shen,Akaadian,Rengar,Froggen,Ahri,Keith,Sivir,Gate,Karma,Impact,Renekton,Contractz,Graves,Jensen,Orianna,Sneaky,Jhin,Smoothie,Thresh,0
NALCS,2017,Spring,Season,C9,FOX,Impact,Rumble,Contractz,Graves,Jensen,Jayce,Sneaky,Jhin,Smoothie,TahmKench,Looper,Gnar,Akaadian,Nidalee,Froggen,Anivia,Keith,Ashe,Gate,Karma,1
NALCS,2017,Spring,Season,FLY,NV,Balls,Rumble,Moon,Graves,Hai,Zed,Altec,Mordekaiser,LemonNation,Nautilus,Seraph,Renekton,LirA,Khazix,Ninja,Talon,Apollo,Jhin,Hakuho,Malzahar,1
NALCS,2017,Spring,Season,NV,FLY,Seraph,Ekko,LirA,LeeSin,Ninja,Jayce,Apollo,Jhin,Hakuho,Malzahar,Balls,Camille,Moon,Elise,Hai,TwistedFate,Altec,Caitlyn,LemonNation,Lulu,1
NALCS,2017,Spring,Season,FLY,NV,Balls,Nautilus,Moon,Graves,Hai,Orianna,Altec,Mordekaiser,LemonNation,Blitzcrank,Seraph,Rumble,LirA,Khazix,Ninja,Ryze,Apollo,Sivir,Hakuho,Karma,1
NALCS,2017,Spring,Season,TSM,CLG,Hauntzer,Maokai,Svenskeren,Rengar,Bjergsen,Syndra,WildTurtle,Varus,Biofrost,Karma,Darshan,Poppy,Xmithie,Graves,Huhi,Jayce,Stixxay,Jhin,aphromoo,Braum,1
NALCS,2017,Spring,Season,CLG,TSM,Darshan,Renekton,Xmithie,Rengar,Huhi,Orianna,Stixxay,Ezreal,aphromoo,Alistar,Hauntzer,Poppy,Svenskeren,Khazix,Bjergsen,Syndra,WildTurtle,Ashe,Biofrost,Malzahar,0
NALCS,2017,Spring,Season,P1,DIG,zig,Kled,Meteos,Elise,Ryu,Jayce,Arrow,Ashe,Adrian,Nami,Ssumday,Poppy,Chaser,LeeSin,Keane,Ryze,LOD,Jhin,Xpecial,Zyra,1
NALCS,2017,Spring,Season,DIG,P1,Ssumday,Gragas,Chaser,LeeSin,Keane,Jayce,LOD,Ezreal,Xpecial,TahmKench,zig,Shen,Meteos,Rengar,Ryu,Orianna,Arrow,Ashe,Adrian,Nami,1
NALCS,2017,Spring,Season,P1,DIG,zig,Gangplank,Meteos,Zac,Ryu,Leblanc,Arrow,Jhin,Adrian,Lulu,Ssumday,Shen,Chaser,Rengar,Keane,Zed,LOD,Caitlyn,Xpecial,TahmKench,1
NALCS,2017,Spring,Season,DIG,TSM,Ssumday,Renekton,Chaser,Elise,Keane,Cassiopeia,LOD,Ezreal,Xpecial,Thresh,Hauntzer,Shen,Svenskeren,Rengar,Bjergsen,Azir,WildTurtle,Ashe,Biofrost,Karma,0
NALCS,2017,Spring,Season,TSM,DIG,Hauntzer,Rumble,Svenskeren,Khazix,Bjergsen,Jayce,WildTurtle,Varus,Biofrost,Braum,Ssumday,Renekton,Chaser,Graves,Keane,Ekko,LOD,Jhin,Xpecial,TahmKench,1
NALCS,2017,Spring,Season,FOX,TL,Looper,Renekton,Akaadian,Rengar,Froggen,Ahri,Keith,Ashe,Gate,TahmKench,Lourlo,Camille,Reignover,Khazix,Piglet,Vladimir,Youngbin,Ezreal,Matt,Karma,1
NALCS,2017,Spring,Season,TL,FOX,Lourlo,Renekton,Reignover,Graves,Piglet,Syndra,Youngbin,Jhin,Matt,Karma,Looper,Rumble,Akaadian,Khazix,Froggen,Anivia,Keith,Ezreal,Gate,Camille,1
NALCS,2017,Spring,Season,FOX,TL,Looper,Renekton,Akaadian,Rengar,Froggen,Viktor,Keith,Ashe,Gate,Camille,Lourlo,Nautilus,Reignover,Graves,Piglet,Orianna,Youngbin,Jhin,Matt,TahmKench,1
NALCS,2017,Spring,Season,C9,FLY,Impact,Camille,Contractz,Rengar,Jensen,Jayce,Sneaky,Ezreal,Smoothie,Karma,Balls,Rumble,Moon,Khazix,Hai,Orianna,Altec,Varus,LemonNation,Soraka,1
NALCS,2017,Spring,Season,FLY,C9,Balls,Swain,Moon,Graves,Hai,Orianna,Altec,Jhin,LemonNation,Malzahar,Impact,Nautilus,Contractz,Rengar,Jensen,Syndra,Sneaky,Ezreal,Smoothie,Lulu,0
NALCS,2017,Spring,Season,IMT,NV,Flame,Rumble,Dardoch,Elise,Pobelter,Talon,Cody Sun,Ashe,Olleh,MissFortune,Seraph,Renekton,LirA,Graves,Ninja,Ekko,Apollo,Caitlyn,Hakuho,Malzahar,1
NALCS,2017,Spring,Season,NV,IMT,Seraph,Rumble,LirA,Elise,Ninja,Jayce,Apollo,Jhin,Hakuho,Zyra,Flame,Camille,Dardoch,Graves,Pobelter,Ahri,Cody Sun,Ashe,Olleh,MissFortune,1
NALCS,2017,Spring,Season,IMT,NV,Flame,Rumble,Dardoch,LeeSin,Pobelter,Jayce,Cody Sun,Jhin,Olleh,Malzahar,Seraph,Renekton,LirA,Elise,Ninja,Talon,Apollo,Sivir,Hakuho,Lulu,0
NALCS,2017,Spring,Season,TL,C9,Lourlo,Renekton,Reignover,Rengar,Piglet,Ryze,Doublelift,Jhin,Matt,Lulu,Impact,Poppy,Contractz,Graves,Jensen,Ahri,Sneaky,Ezreal,Smoothie,Karma,0
NALCS,2017,Spring,Season,C9,TL,Ray,Camille,Contractz,Rengar,Jensen,Ekko,Sneaky,Ezreal,Smoothie,Karma,Lourlo,Renekton,Reignover,Khazix,Piglet,Ahri,Doublelift,Draven,Matt,Lulu,1
NALCS,2017,Spring,Season,FLY,P1,Balls,Nautilus,Moon,Rengar,Hai,Syndra,Altec,Mordekaiser,LemonNation,Maokai,zig,Gangplank,Meteos,Elise,Ryu,Ahri,Arrow,Ezreal,Stunt,Thresh,0
NALCS,2017,Spring,Season,P1,FLY,zig,Kled,Meteos,Elise,Ryu,Viktor,Arrow,Ezreal,Stunt,Nami,Balls,Nautilus,Moon,Shaco,Hai,Anivia,Altec,Sivir,LemonNation,Karma,1
NALCS,2017,Spring,Season,CLG,DIG,Darshan,Poppy,Xmithie,Graves,Huhi,Ahri,Stixxay,Ashe,aphromoo,Karma,Ssumday,Nautilus,Chaser,Rengar,Keane,Cassiopeia,LOD,Ezreal,Xpecial,Lulu,0
NALCS,2017,Spring,Season,DIG,CLG,Ssumday,Nautilus,Chaser,Rengar,Keane,Syndra,LOD,Jhin,Xpecial,Lulu,Darshan,Fiora,Xmithie,Graves,Huhi,Orianna,Stixxay,Caitlyn,aphromoo,Thresh,1
NALCS,2017,Spring,Season,NV,TSM,Seraph,Rumble,LirA,LeeSin,Ninja,Jayce,Apollo,Ziggs,Hakuho,Braum,Hauntzer,Camille,Svenskeren,Elise,Bjergsen,Talon,WildTurtle,Ezreal,Biofrost,Karma,1
NALCS,2017,Spring,Season,TSM,NV,Hauntzer,Camille,Svenskeren,Graves,Bjergsen,Ryze,WildTurtle,Ziggs,Biofrost,Karma,Seraph,Rumble,LirA,LeeSin,Ninja,Orianna,Apollo,Ezreal,Hakuho,Nami,1
NALCS,2017,Spring,Season,NV,TSM,Seraph,Rumble,LirA,Graves,Ninja,Ahri,Apollo,Jhin,Hakuho,Zyra,Hauntzer,Nautilus,Svenskeren,LeeSin,Bjergsen,Viktor,WildTurtle,Ashe,Biofrost,Lulu,0
NALCS,2017,Spring,Season,FLY,IMT,Balls,Gangplank,Moon,Elise,Hai,Viktor,Altec,Sivir,LemonNation,Malzahar,Flame,Shen,Dardoch,Gragas,Pobelter,Katarina,Cody Sun,Caitlyn,Olleh,Lulu,0
NALCS,2017,Spring,Season,IMT,FLY,Flame,Rumble,Dardoch,Rengar,Pobelter,Jayce,Cody Sun,Ashe,Olleh,Karma,Balls,Nautilus,Moon,Graves,Hai,Orianna,Altec,Jhin,LemonNation,Lulu,1
NALCS,2017,Spring,Season,P1,FOX,zig,Kled,Meteos,Zac,Ryu,Cassiopeia,Arrow,Ezreal,Stunt,Lulu,Looper,Renekton,Akaadian,Olaf,Froggen,Ahri,Keith,Ashe,Gate,Karma,1
NALCS,2017,Spring,Season,FOX,P1,Looper,Shen,Akaadian,LeeSin,Froggen,Syndra,Keith,Ashe,Gate,Malzahar,zig,Nautilus,Inori,Khazix,Ryu,Ahri,Arrow,Ezreal,Stunt,Taric,0
NALCS,2017,Spring,Season,CLG,C9,Darshan,Trundle,Xmithie,Rengar,Huhi,Orianna,Stixxay,Caitlyn,aphromoo,Lulu,Impact,Maokai,Contractz,Graves,Jensen,Ekko,Sneaky,Ezreal,Smoothie,Karma,1
NALCS,2017,Spring,Season,C9,CLG,Ray,Rumble,Contractz,Rengar,Jensen,Ekko,Sneaky,Jhin,Smoothie,Karma,Darshan,Kled,Xmithie,Graves,Huhi,Orianna,Stixxay,Ezreal,aphromoo,Lulu,1
NALCS,2017,Spring,Season,CLG,C9,Darshan,Poppy,Xmithie,Gragas,Huhi,Ahri,Stixxay,Ezreal,aphromoo,Lulu,Ray,Renekton,Contractz,Rengar,Jensen,Viktor,Sneaky,Jayce,Smoothie,Karma,1
NALCS,2017,Spring,Season,FOX,DIG,Looper,Shen,Akaadian,Graves,Froggen,Ahri,Keith,Ashe,Gate,Lulu,Ssumday,Nautilus,Chaser,Rengar,Keane,Ekko,LOD,Ezreal,Xpecial,Karma,1
NALCS,2017,Spring,Season,DIG,FOX,Ssumday,Gragas,Chaser,Graves,Keane,Vladimir,LOD,Ezreal,Xpecial,Thresh,Looper,Nautilus,Akaadian,Rengar,Froggen,Viktor,Keith,Ashe,Gate,Karma,1
NALCS,2017,Spring,Season,FOX,DIG,Looper,Renekton,Akaadian,Graves,Froggen,Viktor,Keith,Ashe,Gate,Malzahar,Ssumday,Nautilus,Chaser,Rengar,Keane,Cassiopeia,LOD,Jhin,Xpecial,Lulu,0
NALCS,2017,Spring,Season,IMT,TSM,Flame,Rumble,Dardoch,Rengar,Pobelter,Orianna,Cody Sun,Caitlyn,Olleh,Karma,Hauntzer,Shen,Svenskeren,Khazix,Bjergsen,Ekko,WildTurtle,Ezreal,Biofrost,Lulu,1
NALCS,2017,Spring,Season,TSM,IMT,Hauntzer,Gragas,Svenskeren,Graves,Bjergsen,Ryze,WildTurtle,Ashe,Biofrost,Lulu,Flame,Nautilus,Dardoch,Rengar,Pobelter,Cassiopeia,Cody Sun,Ezreal,Olleh,Bard,1
NALCS,2017,Spring,Season,IMT,TSM,Flame,Shen,Dardoch,Graves,Pobelter,Orianna,Cody Sun,Ashe,Olleh,Karma,Hauntzer,Maokai,Svenskeren,Rengar,Bjergsen,Ahri,WildTurtle,Ezreal,Biofrost,Lulu,0
NALCS,2017,Spring,Season,TL,NV,Lourlo,Camille,Reignover,Elise,Piglet,Ryze,Doublelift,Jhin,Matt,Karma,Seraph,Poppy,LirA,Graves,Ninja,Jayce,Apollo,Ziggs,Hakuho,Braum,1
NALCS,2017,Spring,Season,NV,TL,Seraph,Renekton,LirA,LeeSin,Ninja,Talon,Apollo,Ziggs,Hakuho,Malzahar,Lourlo,Rumble,Reignover,Graves,Piglet,Zed,Doublelift,Jhin,Matt,Karma,1
NALCS,2017,Spring,Season,TL,NV,Lourlo,Camille,Reignover,Elise,Piglet,Ahri,Doublelift,Ezreal,Matt,Lulu,Seraph,Rumble,LirA,Khazix,Ninja,Ekko,Apollo,Jhin,Hakuho,Malzahar,1
NALCS,2017,Spring,Season,DIG,TL,Ssumday,Gragas,Chaser,Rengar,Keane,Orianna,LOD,Caitlyn,Xpecial,Lulu,Lourlo,Nautilus,Reignover,Khazix,Piglet,Vladimir,Doublelift,Ezreal,Adrian,Nami,1
NALCS,2017,Spring,Season,TL,DIG,Lourlo,Rumble,Reignover,RekSai,Piglet,Cassiopeia,Doublelift,Jhin,Adrian,Karma,Ssumday,Nautilus,Chaser,LeeSin,Keane,Orianna,LOD,Varus,Xpecial,Malzahar,0
NALCS,2017,Spring,Season,FOX,CLG,Looper,Shen,Akaadian,Rengar,Froggen,Viktor,Keith,Ashe,Gate,Zyra,Darshan,Nautilus,Xmithie,Olaf,Huhi,Vladimir,Stixxay,Caitlyn,aphromoo,Lulu,0
NALCS,2017,Spring,Season,CLG,FOX,Darshan,Rumble,Xmithie,Olaf,Huhi,Talon,Stixxay,Ezreal,aphromoo,Thresh,Looper,Swain,Akaadian,Rengar,Froggen,Viktor,Keith,Ashe,Gate,Lulu,1
NALCS,2017,Spring,Season,C9,IMT,Impact,Renekton,Contractz,LeeSin,Jensen,Orianna,Sneaky,KogMaw,Smoothie,Lulu,Flame,Nautilus,Dardoch,Gragas,Pobelter,Syndra,Cody Sun,Caitlyn,Olleh,Karma,0
NALCS,2017,Spring,Season,IMT,C9,Flame,Nautilus,Dardoch,Khazix,Pobelter,Vladimir,Cody Sun,Caitlyn,Olleh,Karma,Impact,Maokai,Contractz,Rengar,Jensen,Orianna,Sneaky,Ezreal,Smoothie,Thresh,0
NALCS,2017,Spring,Season,C9,IMT,Impact,Maokai,Contractz,Gragas,Jensen,Talon,Sneaky,Jhin,Smoothie,Karma,Flame,Nautilus,Dardoch,LeeSin,Pobelter,Orianna,Cody Sun,Caitlyn,Olleh,Lulu,0
NALCS,2017,Spring,Season,NV,DIG,Seraph,Camille,LirA,RekSai,Ninja,Karma,Apollo,Caitlyn,Hakuho,Malzahar,Ssumday,Ekko,Chaser,LeeSin,Keane,Azir,LOD,Jhin,Xpecial,Lulu,0
NALCS,2017,Spring,Season,DIG,NV,Ssumday,Gragas,Chaser,LeeSin,Keane,Viktor,LOD,Jhin,Xpecial,Lulu,Seraph,Shen,LirA,Elise,Ninja,Orianna,Apollo,Caitlyn,Hakuho,Karma,0
NALCS,2017,Spring,Season,NV,DIG,Seraph,Maokai,LirA,LeeSin,Ninja,Ahri,Apollo,Caitlyn,Hakuho,Karma,Ssumday,Nautilus,Chaser,Elise,Keane,Cassiopeia,LOD,Varus,Xpecial,Lulu,0
NALCS,2017,Spring,Season,TSM,FLY,Hauntzer,Camille,Svenskeren,Gragas,Bjergsen,Vladimir,WildTurtle,Jhin,Biofrost,Nami,Balls,Rumble,Moon,Rengar,Hai,Syndra,Altec,Caitlyn,LemonNation,Lulu,0
NALCS,2017,Spring,Season,FLY,TSM,Balls,Rumble,Moon,Gragas,Hai,Zed,Altec,Varus,LemonNation,Karma,Hauntzer,Camille,Svenskeren,Elise,Bjergsen,Vladimir,WildTurtle,Ezreal,Biofrost,Lulu,0
NALCS,2017,Spring,Season,TSM,FLY,Hauntzer,Camille,Svenskeren,LeeSin,Bjergsen,Vladimir,WildTurtle,Ezreal,Biofrost,Lulu,Balls,Rumble,Moon,Rengar,Hai,Syndra,Altec,Varus,LemonNation,Nami,1
NALCS,2017,Spring,Season,TL,P1,Lourlo,Shen,Reignover,Rengar,Piglet,Syndra,Doublelift,Caitlyn,Adrian,Zyra,zig,Nautilus,Meteos,Elise,Ryu,Ahri,Arrow,Ezreal,Stunt,Karma,0
NALCS,2017,Spring,Season,P1,TL,zig,Kled,Meteos,Elise,Ryu,Talon,Arrow,Ezreal,Stunt,Nautilus,Lourlo,Gangplank,Reignover,Gragas,Piglet,Ahri,Doublelift,Caitlyn,Matt,Thresh,1
NALCS,2017,Spring,Season,TSM,FOX,Hauntzer,Nautilus,Svenskeren,Rengar,Bjergsen,Orianna,WildTurtle,Ashe,Biofrost,Lulu,Looper,Rumble,Akaadian,LeeSin,Froggen,Ahri,Keith,Ezreal,Gate,TahmKench,1
NALCS,2017,Spring,Season,FOX,TSM,Looper,Rumble,Akaadian,LeeSin,Froggen,Ahri,Keith,Ezreal,Gate,Zyra,Hauntzer,Gragas,Svenskeren,Rengar,Bjergsen,Orianna,WildTurtle,Ashe,Biofrost,Lulu,0
NALCS,2017,Spring,Season,P1,IMT,zig,Nautilus,Meteos,Zac,Ryu,Jayce,Arrow,Kalista,Stunt,Lulu,Flame,Shen,Dardoch,Rengar,Pobelter,Ahri,Cody Sun,Ezreal,Olleh,Karma,1
NALCS,2017,Spring,Season,IMT,P1,Flame,Rumble,Dardoch,Rengar,Pobelter,Orianna,Cody Sun,Ezreal,Olleh,Lulu,zig,Jayce,Meteos,Zac,Ryu,Ahri,Arrow,Draven,Stunt,Karma,0
NALCS,2017,Spring,Season,CLG,FLY,Darshan,Shen,Xmithie,Elise,Huhi,Jayce,Stixxay,Ashe,aphromoo,Lulu,Balls,Rumble,Moon,Gragas,Hai,Orianna,Altec,Caitlyn,LemonNation,Karma,1
NALCS,2017,Spring,Season,FLY,CLG,Balls,Camille,Moon,Evelynn,Hai,Syndra,Altec,Ashe,LemonNation,Lulu,Darshan,Poppy,Xmithie,Gragas,Huhi,Vladimir,Stixxay,Ezreal,aphromoo,Thresh,0
NALCS,2017,Spring,Season,NV,C9,Seraph,Maokai,LirA,Nidalee,Ninja,Jayce,Apollo,Ziggs,Hakuho,Lulu,Impact,Nautilus,Contractz,LeeSin,Jensen,Cassiopeia,Sneaky,Ezreal,Smoothie,Malzahar,1
NALCS,2017,Spring,Season,C9,NV,Impact,Rumble,Contractz,Khazix,Jensen,Zed,Sneaky,Jhin,Smoothie,Thresh,Seraph,Renekton,LirA,Elise,Ninja,Jayce,Apollo,Ziggs,Hakuho,Karma,1
NALCS,2017,Spring,Season,NV,C9,Seraph,Shen,LirA,RekSai,Ninja,Cassiopeia,Apollo,Caitlyn,Hakuho,Lulu,Impact,Nautilus,Contractz,LeeSin,Jensen,Orianna,Sneaky,Ezreal,Smoothie,Karma,0
NALCS,2017,Spring,Season,C9,DIG,Ray,JarvanIV,Contractz,Elise,Jensen,Orianna,Sneaky,Lucian,Smoothie,Malzahar,Ssumday,Nautilus,Chaser,Rengar,Keane,Azir,LOD,Twitch,Xpecial,TahmKench,1
NALCS,2017,Spring,Season,DIG,C9,Ssumday,Kled,Chaser,Elise,Keane,Zed,LOD,Lucian,Xpecial,Lulu,Impact,Rumble,Contractz,LeeSin,Jensen,Orianna,Sneaky,Jhin,Smoothie,Zyra,0
NALCS,2017,Spring,Season,FLY,FOX,Balls,Camille,Moon,Gragas,Hai,Orianna,Altec,Caitlyn,LemonNation,Zyra,Looper,Renekton,Akaadian,Khazix,Froggen,Viktor,Keith,Ashe,Gate,Lulu,1
NALCS,2017,Spring,Season,FOX,FLY,Looper,Singed,Akaadian,Rengar,Froggen,Viktor,Keith,Ezreal,Gate,Karma,Balls,Shen,Moon,Khazix,Hai,Orianna,Altec,Varus,LemonNation,Lulu,0
NALCS,2017,Spring,Season,IMT,CLG,Flame,Nautilus,Dardoch,LeeSin,Pobelter,Taliyah,Cody Sun,Ezreal,Olleh,Karma,Darshan,Fiora,Xmithie,Gragas,Huhi,Ahri,aphromoo,Caitlyn,Joey,Janna,1
