League,Year,Season,Type,blueTeamTag,redTeamTag,blueTop,blueTopChamp,blueJungle,blueJungleChamp,blueMiddle,blueMiddleChamp,blueADC,blueADCChamp,blueSupport,blueSupportChamp,redTop,redTopChamp,redJungle,redJungleChamp,redMiddle,redMiddleChamp,redADC,redADCChamp,redSupport,redSupportChamp,bResult
NALCS,2016,Summer,Playoffs,IMT,CLG,Huni,Ekko,Reignover,Gragas,Pobelter,Vladimir,WildTurtle,Ezreal,Adrian,Taric,Darshan,Shen,Xmithie,RekSai,Huhi,Malzahar,Stixxay,Sivir,aphromoo,Braum,1
NALCS,2016,Summer,Playoffs,TSM,C9,Hauntzer,Ekko,Svenskeren,Gragas,Bjergsen,Vladimir,Doublelift,Jhin,Biofrost,TahmKench,Impact,Shen,Meteos,RekSai,Jensen,Cassiopeia,Sneaky,Ashe,Smoothie,Trundle,0
NALCS,2016,Summer,Playoffs,C9,TSM,Impact,Gnar,Meteos,Gragas,Jensen,Velkoz,Sneaky,Ashe,Smoothie,Trundle,Hauntzer,Ekko,Svenskeren,RekSai,Bjergsen,Cassiopeia,Doublelift,Jhin,Biofrost,Braum,0
NALCS,2016,Summer,Playoffs,TSM,C9,Hauntzer,Ekko,Svenskeren,RekSai,Bjergsen,Cassiopeia,Doublelift,Jhin,Biofrost,Bard,Impact,Gnar,Meteos,Zac,Jensen,Velkoz,Sneaky,Ashe,Smoothie,Trundle,1
NALCS,2016,Summer,Playoffs,C9,TSM,Impact,Gnar,Meteos,RekSai,Jensen,Taliyah,Sneaky,Jhin,Smoothie,Braum,Hauntzer,Shen,Svenskeren,Gragas,Bjergsen,Vladimir,Doublelift,Lucian,Biofrost,Trundle,0
NALCS,2016,Summer,Regional,TL,NV,Lourlo,Ekko,Arcsecond,Gragas,Fenix,Vladimir,Jynthe,Jhin,Matt,Alistar,Seraph,Kassadin,Procxin,RekSai,Ninja,Malzahar,LOD,Sivir,Hakuho,Braum,0
NALCS,2016,Summer,Regional,TL,NV,Lourlo,Ekko,Arcsecond,RekSai,Fenix,Kassadin,Jynthe,Sivir,Matt,Bard,Seraph,Irelia,Procxin,Gragas,Ninja,Vladimir,LOD,Lucian,Hakuho,Braum,0
NALCS,2016,Summer,Regional,NV,TL,Seraph,Gnar,Procxin,Gragas,Ninja,Cassiopeia,LOD,Jhin,Hakuho,Morgana,Lourlo,Ekko,Arcsecond,RekSai,Fenix,Syndra,Jynthe,Jinx,Matt,Braum,1
NALCS,2016,Summer,Regional,C9,NV,Impact,Gnar,Meteos,RekSai,Jensen,Taliyah,Sneaky,Ashe,Smoothie,Braum,Seraph,Kennen,Procxin,Gragas,Ninja,Ekko,LOD,Jhin,Hakuho,Trundle,1
NALCS,2016,Summer,Regional,NV,C9,Seraph,Ekko,Procxin,Gragas,Ninja,Varus,LOD,Jhin,Hakuho,Morgana,Impact,Yasuo,Meteos,RekSai,Jensen,Cassiopeia,Sneaky,Ashe,Smoothie,Braum,0
NALCS,2016,Summer,Regional,C9,NV,Impact,Ekko,Meteos,RekSai,Jensen,Taliyah,Sneaky,Ashe,Smoothie,TahmKench,Seraph,Kassadin,Procxin,Nidalee,Ninja,Jhin,LOD,Varus,Hakuho,Braum,1
NALCS,2016,Summer,Regional,IMT,C9,Huni,Ekko,Reignover,RekSai,Pobelter,Vladimir,WildTurtle,Ezreal,Adrian,Bard,Impact,Gnar,Meteos,Zac,Jensen,Cassiopeia,Sneaky,Jhin,Smoothie,Braum,0
NALCS,2016,Summer,Regional,C9,IMT,Impact,Gnar,Meteos,Gragas,Jensen,Syndra,Sneaky,Lucian,Smoothie,Karma,Huni,Ekko,Reignover,Nidalee,Pobelter,Varus,WildTurtle,Jhin,Adrian,TahmKench,1
NALCS,2016,Summer,Regional,IMT,C9,Huni,Yasuo,Reignover,RekSai,Pobelter,Vladimir,WildTurtle,Ashe,Adrian,Braum,Impact,Shen,Meteos,Gragas,Jensen,Malzahar,Sneaky,Ezreal,Smoothie,Trundle,1
NALCS,2016,Summer,Regional,C9,IMT,Impact,Ekko,Meteos,RekSai,Jensen,Cassiopeia,Sneaky,Lucian,Smoothie,Braum,Huni,Yasuo,Reignover,Gragas,Pobelter,Taliyah,WildTurtle,Jhin,Adrian,Taric,1
NALCS,2017,Spring,Season,TSM,C9,Hauntzer,Maokai,Svenskeren,RekSai,Bjergsen,Syndra,WildTurtle,Kalista,Biofrost,Zyra,Impact,Shen,Contractz,Khazix,Jensen,Fizz,Sneaky,Ashe,Smoothie,MissFortune,0
NALCS,2017,Spring,Season,C9,TSM,Impact,Nautilus,Contractz,LeeSin,Jensen,Syndra,Sneaky,Varus,Smoothie,Taric,Hauntzer,Trundle,Svenskeren,RekSai,Bjergsen,Katarina,WildTurtle,Ashe,Biofrost,Malzahar,1
NALCS,2017,Spring,Season,FOX,P1,Looper,Nautilus,Akaadian,RekSai,Froggen,Leblanc,Keith,Jhin,Gate,TahmKench,zig,Maokai,Inori,Rengar,Ryu,Lissandra,Arrow,Varus,Adrian,Nami,0
NALCS,2017,Spring,Season,P1,FOX,zig,Maokai,Inori,Khazix,Ryu,Orianna,Arrow,Varus,Adrian,Karma,Looper,Singed,Akaadian,RekSai,Froggen,Anivia,Keith,Ashe,Gate,Thresh,1
NALCS,2017,Spring,Season,CLG,TL,Darshan,Nautilus,Xmithie,LeeSin,Huhi,Corki,Stixxay,Varus,aphromoo,Malzahar,Lourlo,Maokai,Reignover,Khazix,Goldenglue,Cassiopeia,Piglet,Ashe,Matt,Lulu,0
NALCS,2017,Spring,Season,TL,CLG,Lourlo,Nautilus,Reignover,Khazix,Goldenglue,Orianna,Piglet,Twitch,Matt,Karma,Darshan,Jayce,Xmithie,LeeSin,Huhi,AurelionSol,Stixxay,Ashe,aphromoo,Zyra,1
NALCS,2017,Spring,Season,NV,FLY,Seraph,Jayce,Ninja,Olaf,AlexIch,Orianna,Apollo,Ashe,Hakuho,Malzahar,Balls,Maokai,Moon,LeeSin,Hai,Corki,Altec,Varus,LemonNation,Karma,0
NALCS,2017,Spring,Season,FLY,NV,Balls,Nautilus,Moon,Graves,Hai,Corki,Altec,Ashe,LemonNation,Zyra,Seraph,Maokai,Ninja,Elise,AlexIch,Malzahar,Apollo,Varus,Hakuho,Karma,1
NALCS,2017,Spring,Season,FOX,IMT,Looper,Maokai,Akaadian,Graves,Froggen,TwistedFate,Keith,Varus,Gate,Malzahar,Flame,Fiora,Dardoch,Khazix,Pobelter,Corki,Cody Sun,Ashe,Olleh,MissFortune,1
NALCS,2017,Spring,Season,IMT,FOX,Flame,Fiora,Dardoch,RekSai,Pobelter,Ryze,Cody Sun,Varus,Olleh,Morgana,Looper,Maokai,Akaadian,Khazix,Froggen,Anivia,Keith,Ezreal,Gate,Malzahar,1
NALCS,2017,Spring,Season,FOX,IMT,Looper,Jayce,Akaadian,RekSai,Froggen,TwistedFate,Keith,Ashe,Gate,Malzahar,Flame,Maokai,Dardoch,Khazix,Pobelter,Fizz,Cody Sun,Varus,Olleh,Morgana,0
NALCS,2017,Spring,Season,DIG,P1,Ssumday,Maokai,Chaser,Rengar,Keane,Cassiopeia,LOD,Ezreal,Xpecial,Karma,zig,Sion,Inori,Khazix,Ryu,Ryze,Arrow,Ashe,Adrian,Malzahar,1
NALCS,2017,Spring,Season,P1,DIG,zig,Maokai,Inori,Elise,Ryu,Corki,Arrow,Ashe,Adrian,MissFortune,Ssumday,Poppy,Chaser,LeeSin,Keane,Azir,LOD,Varus,Xpecial,Zyra,1
NALCS,2017,Spring,Season,DIG,P1,Ssumday,Fiora,Chaser,RekSai,Keane,Ryze,LOD,Ashe,Xpecial,Thresh,zig,Maokai,Inori,Elise,Ryu,Cassiopeia,Arrow,Varus,Adrian,TahmKench,1
NALCS,2017,Spring,Season,TSM,IMT,Hauntzer,Nautilus,Svenskeren,Khazix,Bjergsen,Cassiopeia,WildTurtle,Ashe,Biofrost,Karma,Flame,Maokai,Dardoch,Olaf,Pobelter,Ryze,Cody Sun,Varus,Olleh,Malzahar,1
NALCS,2017,Spring,Season,IMT,TSM,Flame,Maokai,Dardoch,Khazix,Pobelter,Syndra,Cody Sun,Caitlyn,Olleh,Morgana,Hauntzer,Poppy,Svenskeren,LeeSin,Bjergsen,Ryze,WildTurtle,Varus,Biofrost,Karma,1
NALCS,2017,Spring,Season,TSM,IMT,Hauntzer,Maokai,Svenskeren,LeeSin,Bjergsen,Cassiopeia,WildTurtle,Ashe,Biofrost,Thresh,Flame,Poppy,Dardoch,Khazix,Pobelter,Orianna,Cody Sun,Varus,Olleh,Morgana,1
NALCS,2017,Spring,Season,NV,CLG,Seraph,Nautilus,Ninja,Rengar,AlexIch,Corki,Apollo,Varus,Hakuho,Zyra,Darshan,Maokai,Xmithie,Olaf,Huhi,Ekko,Stixxay,Ashe,aphromoo,MissFortune,0
NALCS,2017,Spring,Season,CLG,NV,Darshan,Nautilus,Xmithie,Olaf,Huhi,Katarina,Stixxay,Ashe,aphromoo,MissFortune,Seraph,Jayce,Ninja,LeeSin,AlexIch,Corki,Apollo,Varus,Hakuho,Zyra,1
NALCS,2017,Spring,Season,DIG,C9,Ssumday,Maokai,Chaser,LeeSin,Keane,Corki,LOD,Varus,Xpecial,Malzahar,Ray,Shen,Contractz,Khazix,Jensen,Ekko,Sneaky,Ashe,Smoothie,Zyra,0
NALCS,2017,Spring,Season,C9,DIG,Ray,Nautilus,Contractz,LeeSin,Jensen,Azir,Sneaky,Varus,Smoothie,Zyra,Ssumday,Maokai,Chaser,Khazix,Keane,TwistedFate,LOD,Ashe,Xpecial,Karma,0
NALCS,2017,Spring,Season,DIG,C9,Ssumday,Poppy,Chaser,LeeSin,Keane,Cassiopeia,LOD,Ashe,Xpecial,Malzahar,Impact,Nautilus,Contractz,Khazix,Jensen,Ryze,Sneaky,Jhin,Smoothie,Taric,0
NALCS,2017,Spring,Season,TL,FLY,Lourlo,Fiora,Reignover,RekSai,Goldenglue,Ekko,Piglet,Ashe,Matt,MissFortune,Balls,Maokai,Moon,Kindred,Hai,Syndra,Altec,Varus,LemonNation,Zyra,1
NALCS,2017,Spring,Season,FLY,TL,Balls,Maokai,Moon,Khazix,Hai,Corki,Altec,Caitlyn,LemonNation,Malzahar,Lourlo,Poppy,Reignover,RekSai,Goldenglue,Azir,Piglet,Ezreal,Matt,Zyra,1
NALCS,2017,Spring,Season,TL,FLY,Lourlo,Nautilus,Reignover,Rengar,Goldenglue,Katarina,Piglet,Kalista,Matt,Thresh,Balls,Maokai,Moon,Khazix,Hai,Leblanc,Altec,Ezreal,LemonNation,Karma,0
NALCS,2017,Spring,Season,FLY,CLG,Balls,Nautilus,Moon,Khazix,Hai,TwistedFate,Altec,Varus,LemonNation,Malzahar,Darshan,Maokai,Xmithie,LeeSin,Huhi,Corki,Stixxay,Ashe,aphromoo,Zyra,1
NALCS,2017,Spring,Season,CLG,FLY,Darshan,Maokai,Xmithie,Khazix,Huhi,Leblanc,Stixxay,Varus,aphromoo,Zilean,Balls,Nautilus,Moon,Rengar,Hai,Kassadin,Altec,Jhin,LemonNation,Malzahar,0
NALCS,2017,Spring,Season,TSM,DIG,Hauntzer,Maokai,Svenskeren,Khazix,Bjergsen,Cassiopeia,WildTurtle,Ashe,Biofrost,Taric,Ssumday,Fiora,Chaser,RekSai,Keane,Ryze,LOD,Jhin,Xpecial,Malzahar,0
NALCS,2017,Spring,Season,DIG,TSM,Ssumday,Jayce,Chaser,Khazix,Keane,Orianna,LOD,Ashe,Xpecial,Karma,Hauntzer,Poppy,Svenskeren,LeeSin,Bjergsen,Cassiopeia,WildTurtle,Varus,Biofrost,Thresh,0
NALCS,2017,Spring,Season,TSM,DIG,Hauntzer,Nautilus,Svenskeren,Khazix,Bjergsen,Cassiopeia,WildTurtle,Varus,Biofrost,Braum,Ssumday,Maokai,Chaser,RekSai,Keane,Ryze,LOD,Ashe,Xpecial,Morgana,1
NALCS,2017,Spring,Season,IMT,C9,Flame,Nautilus,Dardoch,Khazix,Pobelter,Cassiopeia,Cody Sun,Varus,Olleh,Thresh,Impact,Maokai,Contractz,LeeSin,Jensen,Orianna,Sneaky,Jhin,Smoothie,Karma,0
NALCS,2017,Spring,Season,C9,IMT,Impact,Nautilus,Contractz,Khazix,Jensen,Syndra,Sneaky,Ashe,Smoothie,Malzahar,Flame,Maokai,Dardoch,LeeSin,Pobelter,Fizz,Cody Sun,Varus,Olleh,Lulu,1
NALCS,2017,Spring,Season,P1,NV,zig,Maokai,Inori,Khazix,Ryu,Orianna,Arrow,Ezreal,Adrian,Nami,Seraph,Trundle,LirA,RekSai,Ninja,Corki,Apollo,Varus,Hakuho,Karma,1
NALCS,2017,Spring,Season,NV,P1,Seraph,Kennen,LirA,LeeSin,Ninja,Orianna,Apollo,Jhin,Hakuho,Zyra,zig,Jayce,Inori,RekSai,Ryu,Ryze,Arrow,Ashe,Adrian,Karma,0
NALCS,2017,Spring,Season,TSM,TL,Hauntzer,Poppy,Svenskeren,Rengar,Bjergsen,Ryze,WildTurtle,Ashe,Biofrost,Zyra,Lourlo,Nautilus,Reignover,Khazix,Goldenglue,Cassiopeia,Piglet,Varus,Matt,Malzahar,1
NALCS,2017,Spring,Season,TL,TSM,Lourlo,Poppy,Reignover,Khazix,Goldenglue,Ekko,Piglet,Ashe,Matt,Thresh,Hauntzer,Nautilus,Svenskeren,LeeSin,Bjergsen,Syndra,WildTurtle,Varus,Biofrost,Lulu,1
NALCS,2017,Spring,Season,TSM,TL,Hauntzer,Maokai,Svenskeren,Rengar,Bjergsen,Azir,WildTurtle,Varus,Biofrost,Karma,Lourlo,Nautilus,Reignover,Khazix,Goldenglue,Orianna,Piglet,Ashe,Matt,Thresh,1
NALCS,2017,Spring,Season,DIG,FOX,Ssumday,Maokai,Chaser,LeeSin,Keane,Ryze,LOD,Varus,Xpecial,Karma,Looper,Nautilus,Akaadian,RekSai,Froggen,Corki,Keith,Ashe,Gate,Zyra,1
NALCS,2017,Spring,Season,FOX,DIG,Looper,Swain,Akaadian,Khazix,Froggen,TwistedFate,Keith,Ashe,Gate,MissFortune,Ssumday,Maokai,Chaser,RekSai,Keane,Cassiopeia,LOD,Ezreal,Xpecial,Zyra,1
NALCS,2017,Spring,Season,DIG,FOX,Ssumday,Nautilus,Chaser,Khazix,Keane,Ryze,LOD,Jhin,Xpecial,Karma,Looper,Maokai,Akaadian,LeeSin,Froggen,Anivia,Keith,Ashe,Gate,Zyra,0
NALCS,2017,Spring,Season,P1,TL,zig,Shen,Inori,Rengar,Ryu,Corki,Arrow,Varus,Adrian,MissFortune,Lourlo,Maokai,Reignover,Khazix,Goldenglue,Ryze,Piglet,Caitlyn,Matt,Zyra,1
NALCS,2017,Spring,Season,TL,P1,Lourlo,Poppy,Reignover,Khazix,Goldenglue,Cassiopeia,Piglet,Ashe,Matt,Karma,zig,Maokai,Inori,RekSai,Ryu,Orianna,Arrow,Varus,Adrian,Nami,0
NALCS,2017,Spring,Season,FOX,FLY,Looper,Swain,Akaadian,Khazix,Froggen,Viktor,Keith,Jhin,Gate,Camille,Balls,Poppy,Moon,Evelynn,Hai,Orianna,Altec,Ashe,LemonNation,Malzahar,1
NALCS,2017,Spring,Season,FLY,FOX,Balls,Nautilus,Moon,Khazix,Hai,Viktor,Altec,Jhin,LemonNation,Malzahar,Looper,Maokai,Akaadian,Graves,Froggen,Anivia,Keith,Varus,Gate,Zyra,1
NALCS,2017,Spring,Season,FOX,FLY,Looper,Nautilus,Akaadian,Khazix,Froggen,Orianna,Keith,Ashe,Gate,Zyra,Balls,Poppy,Moon,Evelynn,Hai,Corki,Altec,Jhin,LemonNation,Malzahar,1
NALCS,2017,Spring,Season,NV,IMT,Seraph,Nautilus,LirA,Khazix,Ninja,Orianna,Apollo,Ashe,Hakuho,Zyra,Flame,Gangplank,Dardoch,RekSai,Pobelter,Corki,Cody Sun,Varus,Olleh,MissFortune,1
NALCS,2017,Spring,Season,IMT,NV,Flame,Nautilus,Dardoch,Khazix,Pobelter,Ryze,Cody Sun,Ashe,Olleh,Morgana,Seraph,Maokai,LirA,RekSai,Ninja,Cassiopeia,Apollo,Varus,Hakuho,Karma,1
NALCS,2017,Spring,Season,NV,IMT,Seraph,Poppy,LirA,LeeSin,Ninja,Ekko,Apollo,Jhin,Hakuho,Malzahar,Flame,Nautilus,Dardoch,RekSai,Pobelter,Syndra,Cody Sun,Ashe,Olleh,Morgana,0
NALCS,2017,Spring,Season,C9,CLG,Impact,Nautilus,Contractz,Khazix,Jensen,Cassiopeia,Sneaky,Ashe,Smoothie,TahmKench,Darshan,Maokai,Xmithie,Olaf,Huhi,Orianna,Stixxay,Varus,aphromoo,Thresh,1
NALCS,2017,Spring,Season,CLG,C9,Darshan,Trundle,Xmithie,Khazix,Huhi,Orianna,Stixxay,Jhin,aphromoo,Malzahar,Impact,Nautilus,Contractz,RekSai,Jensen,Azir,Sneaky,Varus,Smoothie,Taric,1
NALCS,2017,Spring,Season,C9,CLG,Impact,Shen,Contractz,Khazix,Jensen,Katarina,Sneaky,Ashe,Smoothie,Malzahar,Darshan,Maokai,Xmithie,Olaf,Huhi,Orianna,Stixxay,Varus,aphromoo,Lulu,1
NALCS,2017,Spring,Season,IMT,P1,Flame,Jayce,Dardoch,LeeSin,Pobelter,Viktor,Cody Sun,Ashe,Olleh,Thresh,zig,Shen,Inori,RekSai,Ryu,Cassiopeia,Arrow,Varus,Adrian,Nami,0
NALCS,2017,Spring,Season,P1,IMT,zig,Maokai,Inori,Khazix,Ryu,Corki,Arrow,Varus,Adrian,Nami,Flame,Jayce,Dardoch,Olaf,Pobelter,Syndra,Cody Sun,Ziggs,Olleh,Bard,1
NALCS,2017,Spring,Season,NV,TL,Seraph,Rumble,LirA,RekSai,Ninja,Corki,Apollo,Varus,Hakuho,Zyra,Lourlo,Shen,Reignover,Olaf,Goldenglue,Orianna,Piglet,Jhin,Matt,Karma,1
NALCS,2017,Spring,Season,TL,NV,Lourlo,Shen,Reignover,Olaf,Goldenglue,Orianna,Piglet,Varus,Matt,MissFortune,Seraph,Jayce,LirA,RekSai,Ninja,Corki,Apollo,Caitlyn,Hakuho,Zyra,0
NALCS,2017,Spring,Season,CLG,TSM,Darshan,Maokai,Xmithie,Khazix,Huhi,AurelionSol,Stixxay,Sivir,aphromoo,Karma,Hauntzer,Gangplank,Svenskeren,Ivern,Bjergsen,Corki,WildTurtle,Jhin,Biofrost,Thresh,1
NALCS,2017,Spring,Season,TSM,CLG,Hauntzer,Camille,Svenskeren,LeeSin,Bjergsen,Corki,WildTurtle,Jhin,Biofrost,Thresh,Darshan,Poppy,Xmithie,Graves,Huhi,Ryze,Stixxay,Varus,aphromoo,Morgana,1
NALCS,2017,Spring,Season,CLG,TSM,Darshan,Nautilus,Xmithie,Khazix,Huhi,Orianna,Stixxay,Sivir,aphromoo,Karma,Hauntzer,Maokai,Svenskeren,Ivern,Bjergsen,Azir,WildTurtle,Jhin,Biofrost,Thresh,0
NALCS,2017,Spring,Season,FLY,DIG,Balls,Shen,Moon,Rengar,Hai,Zed,Altec,MissFortune,LemonNation,Morgana,Ssumday,Poppy,Chaser,Khazix,Keane,Leblanc,LOD,Varus,Xpecial,Braum,1
NALCS,2017,Spring,Season,DIG,FLY,Ssumday,Gangplank,Chaser,Elise,Keane,Corki,LOD,Varus,Xpecial,Nami,Balls,Shen,Moon,Nidalee,Hai,Jayce,Altec,MissFortune,LemonNation,Zyra,0
NALCS,2017,Spring,Season,TL,FOX,Lourlo,Jayce,Reignover,Olaf,Goldenglue,Corki,Piglet,Jhin,Matt,Thresh,Looper,Maokai,Akaadian,Khazix,Froggen,Ryze,Keith,Varus,Gate,TahmKench,0
NALCS,2017,Spring,Season,FOX,TL,Looper,Shen,Akaadian,Nidalee,Froggen,Anivia,Keith,Varus,Gate,TahmKench,Lourlo,Maokai,Reignover,Khazix,Goldenglue,Corki,Piglet,Ashe,Matt,Zyra,0
NALCS,2017,Spring,Season,TL,FOX,Lourlo,Nautilus,Reignover,Khazix,Goldenglue,Corki,Piglet,Jhin,Matt,Lulu,Looper,Maokai,Akaadian,Graves,Froggen,Ryze,Keith,Varus,Gate,Malzahar,1
NALCS,2017,Spring,Season,C9,NV,Impact,Maokai,Contractz,Khazix,Jensen,Ryze,Sneaky,Jhin,Smoothie,Taric,Seraph,Shen,LirA,Elise,Ninja,Corki,Apollo,Varus,Hakuho,Malzahar,1
NALCS,2017,Spring,Season,NV,C9,Seraph,Maokai,LirA,Graves,Ninja,Orianna,Apollo,Varus,Hakuho,Zyra,Impact,Shen,Contractz,Ivern,Jensen,Corki,Sneaky,Jhin,Smoothie,MissFortune,0
NALCS,2017,Spring,Season,P1,TSM,zig,Shen,Inori,Khazix,Ryu,Corki,Arrow,Varus,Adrian,Nami,Hauntzer,Jayce,Svenskeren,RekSai,Bjergsen,Cassiopeia,WildTurtle,Jhin,Biofrost,Zyra,1
NALCS,2017,Spring,Season,TSM,P1,Hauntzer,Shen,Svenskeren,Rengar,Bjergsen,Ekko,WildTurtle,Ashe,Biofrost,Karma,zig,Nautilus,Inori,Khazix,Ryu,Corki,Arrow,Jhin,Adrian,Zyra,1
NALCS,2017,Spring,Season,P1,TSM,zig,Rumble,Inori,Ivern,Ryu,Jayce,Arrow,Ashe,Adrian,MissFortune,Hauntzer,Poppy,Svenskeren,Khazix,Bjergsen,Orianna,WildTurtle,Varus,Biofrost,Thresh,0
NALCS,2017,Spring,Season,DIG,CLG,Ssumday,Fiora,Chaser,Khazix,Keane,Corki,LOD,Jhin,Xpecial,TahmKench,Darshan,Maokai,Xmithie,Graves,Huhi,Orianna,Stixxay,Varus,aphromoo,Thresh,0
NALCS,2017,Spring,Season,CLG,DIG,Darshan,Maokai,Xmithie,Khazix,Huhi,Syndra,Stixxay,Jhin,aphromoo,MissFortune,Ssumday,Swain,Chaser,LeeSin,Keane,Ekko,LOD,Varus,Xpecial,Malzahar,1
NALCS,2017,Spring,Season,IMT,FLY,Flame,Maokai,Dardoch,Graves,Pobelter,Leblanc,Cody Sun,Ashe,Olleh,Thresh,Balls,Shen,Moon,Evelynn,Hai,Corki,Altec,Jhin,LemonNation,Karma,0
NALCS,2017,Spring,Season,FLY,IMT,Balls,Shen,Moon,Evelynn,Hai,Zed,Altec,Jhin,LemonNation,Karma,Flame,Rumble,Dardoch,LeeSin,Pobelter,Jayce,Cody Sun,Varus,Olleh,Morgana,1
NALCS,2017,Spring,Season,C9,FOX,Impact,Rumble,Contractz,Khazix,Jensen,Syndra,Sneaky,Jhin,Smoothie,Malzahar,Looper,Poppy,Akaadian,Nidalee,Froggen,Anivia,Keith,Varus,Gate,Taric,1
NALCS,2017,Spring,Season,FOX,C9,Looper,Nautilus,Akaadian,Khazix,Froggen,TwistedFate,Keith,Jhin,Gate,Zyra,Impact,Shen,Contractz,Ivern,Jensen,Syndra,Sneaky,Varus,Smoothie,MissFortune,0
NALCS,2017,Spring,Season,C9,TL,Ray,Jayce,Contractz,Ivern,Jensen,Taliyah,Sneaky,Jhin,Smoothie,Karma,Lourlo,Rumble,Reignover,Graves,Goldenglue,Ryze,Piglet,Varus,Matt,Nami,1
NALCS,2017,Spring,Season,TL,C9,Lourlo,Rumble,Reignover,Graves,Goldenglue,Corki,Piglet,Varus,Matt,Nami,Ray,Renekton,Contractz,Ivern,Jensen,Ryze,Sneaky,Ashe,Smoothie,Zyra,1
NALCS,2017,Spring,Season,C9,TL,Impact,Maokai,Contractz,Khazix,Jensen,Ryze,Sneaky,Jhin,Smoothie,Malzahar,Lourlo,Rumble,Reignover,RekSai,Goldenglue,Corki,Piglet,Varus,Matt,Zyra,1
NALCS,2017,Spring,Season,IMT,DIG,Flame,Maokai,Dardoch,Warwick,Pobelter,Ryze,Cody Sun,Varus,Olleh,Malzahar,Ssumday,Jayce,Chaser,Graves,Keane,Cassiopeia,LOD,Jhin,Xpecial,MissFortune,1
NALCS,2017,Spring,Season,DIG,IMT,Ssumday,Maokai,Chaser,RekSai,Keane,Corki,LOD,Varus,Xpecial,Zyra,Flame,Nautilus,Dardoch,Khazix,Pobelter,Ryze,Cody Sun,MissFortune,Olleh,Malzahar,0
NALCS,2017,Spring,Season,CLG,FOX,Darshan,Shen,Xmithie,Rengar,Huhi,Jayce,Stixxay,Ashe,aphromoo,Lulu,Looper,Nautilus,Akaadian,LeeSin,Froggen,Leblanc,Keith,Varus,Gate,TahmKench,0
NALCS,2017,Spring,Season,FOX,CLG,Looper,Singed,Akaadian,Khazix,Froggen,Corki,Keith,Jhin,Gate,Malzahar,Darshan,Shen,Xmithie,Graves,Huhi,Syndra,Stixxay,Varus,aphromoo,Lulu,1
NALCS,2017,Spring,Season,P1,FLY,zig,Gragas,Inori,RekSai,Ryu,Ryze,Arrow,Varus,Adrian,Zyra,Balls,Maokai,Moon,Khazix,Hai,Leblanc,Altec,Ezreal,LemonNation,Karma,0
NALCS,2017,Spring,Season,FLY,P1,Balls,Maokai,Moon,Nidalee,Hai,Jayce,Altec,Jhin,LemonNation,Malzahar,zig,Shen,Inori,Elise,Ryu,Corki,Arrow,Varus,Adrian,Zyra,1
NALCS,2017,Spring,Season,TSM,NV,Hauntzer,Rumble,Svenskeren,Ivern,Bjergsen,Jayce,WildTurtle,Jhin,Biofrost,Taric,Seraph,Kennen,LirA,Khazix,Ninja,Ryze,Apollo,Ashe,Hakuho,Malzahar,1
NALCS,2017,Spring,Season,NV,TSM,Seraph,Kennen,LirA,Nidalee,Ninja,Jayce,Apollo,Ashe,Hakuho,Zyra,Hauntzer,Shen,Svenskeren,Graves,Bjergsen,Ekko,WildTurtle,Jhin,Biofrost,MissFortune,0
NALCS,2017,Spring,Season,TL,IMT,Lourlo,Nautilus,Reignover,Khazix,Goldenglue,Leblanc,Piglet,Ashe,Matt,Karma,Flame,Maokai,Dardoch,Elise,Pobelter,Corki,Cody Sun,MissFortune,Olleh,Thresh,0
NALCS,2017,Spring,Season,IMT,TL,Flame,Maokai,Dardoch,Khazix,Pobelter,Ryze,Cody Sun,MissFortune,Olleh,Thresh,Lourlo,Shen,Reignover,Ivern,Goldenglue,Corki,Piglet,Jhin,Matt,Karma,1
NALCS,2017,Spring,Season,CLG,P1,Darshan,Maokai,Xmithie,Graves,Huhi,Ekko,Stixxay,Jhin,aphromoo,Thresh,zig,Gragas,Inori,Khazix,Ryu,Corki,Arrow,Varus,Adrian,Karma,1
NALCS,2017,Spring,Season,P1,CLG,zig,Rumble,Inori,Khazix,Ryu,Jayce,Arrow,Jhin,Adrian,Lulu,Darshan,Maokai,Xmithie,Graves,Huhi,Corki,Stixxay,Varus,aphromoo,Karma,1
NALCS,2017,Spring,Season,CLG,P1,Darshan,Gangplank,Xmithie,Rengar,Huhi,Corki,Stixxay,Jhin,aphromoo,Malzahar,zig,Shen,Inori,Khazix,Ryu,Ekko,Arrow,Varus,Adrian,Nami,1
NALCS,2017,Spring,Season,FOX,TSM,Looper,Singed,Akaadian,Khazix,Froggen,Corki,Keith,Jhin,Gate,Malzahar,Hauntzer,Maokai,Svenskeren,Graves,Bjergsen,Orianna,WildTurtle,Varus,Biofrost,MissFortune,1
NALCS,2017,Spring,Season,TSM,FOX,Hauntzer,Shen,Svenskeren,LeeSin,Bjergsen,Jayce,WildTurtle,Varus,Biofrost,Zyra,Looper,Poppy,Akaadian,Graves,Froggen,Corki,Keith,Jhin,Gate,Malzahar,0
NALCS,2017,Spring,Season,FLY,C9,Balls,Poppy,Moon,Evelynn,Hai,Jayce,Altec,Jhin,LemonNation,Malzahar,Impact,Camille,Contractz,Graves,Jensen,Cassiopeia,Sneaky,Ashe,Smoothie,Taric,0
